Cancer Type,Source,Pool,Priority,NCT/TrialID,Title,Cancer in Title?,Study Type,Flagged Keyword(s),Phase,Status,Year,Sponsor,Enrollment,Randomized,Outcome text (for cognition check),INCLUDE? (Y/N),Measures cognition? (Y/N),Notes
Breast,German Clinical Trials Register,candidate,Easy - both flags green,DRKS00028840,Breast cancer aftercare and follow up and program - BETTER-CARE                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Yes,interventional,Cognitive Impairment (domain),,Not Recruiting,21/0,Universitätsklinikum Würzburg,1140,No,"Quality of life: Registration of change in health-related disease-specific quality of life measured by standardized questionnaires: EORTC QLQ-C30 and EORTC QLQ-BR23. Data is collected at 12 months after inclusion.<br><br>Objectives of the pilot study are feasibility of recruitment, comprehensiveness and completion of data collection and acceptability of intervention assessed by questionnaire and q",Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12622000584730,Prehabilitation and Supportive Care in Oncology Treatment of Breast Cancer (PROActive-B): a feasibility study of women with Breast cancer receiving neoadjuvant chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,20/0,Chris O'Brien Lifehouse Hospital,30,No,"Acceptability and feasibility will be measured as a composite outcome using this set of four-item measures (Acceptability of Intervention Measure (AIM), Intervention Appropriateness Measure (IAM), and Feasibility of Intervention Measure (FIM))[program completion (approx 20 weeks)];Recruitment rates determined by an audit of the study enrolment log.[Throughout the recruitment period]; Adherence to ",Yes,Yes,
Breast,ISRCTN,candidate,Easy - both flags green,ISRCTN39112034,Increasing physical activity levels using e-bikes to enhance breast cancer survival: A randomised pilot study                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,08/0,University of Bristol,40,No,"1. Recruitment measured by the number of participants recruited by the end of the recruitment period <br>2. Retention rates measured by retention of sample by the end of the intervention<br>3. Adherence to the intervention and data collection methods, the fidelity of intervention delivery will be measured through observation checklists during the study intervention period<br>4. Perceptions of the ",Yes,Yes,
Breast,ChiCTR,candidate,Easy - both flags green,ChiCTR2200057986,Effect of S (+)-ketamine on intracranial pressure and early cognitive function in patients with breast cancer surgery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Yes,Interventional study,Cognitive Function (domain),4,Not Recruiting,25/0,The Second People’s Hospital of Shenzhen,Experimental group:38;Control group:38;,No,Diameter of optic nerve under ultrasound; | Vital signs;Cognitive function;Pain score;Adverse effect;,Yes,Yes,
Breast,EU Clinical Trials Register,candidate,Easy - both flags green,EUCTR2021-002889-41-FR,LESS: Single-arm study to de-escalate adjuvant endocrine therapy duration in women with HR+ HER2- breast cancer at very low risk of metastasis - LESS                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Yes,Interventional clinical trial of medicinal product,FACT-Cog; Cognitive Function (domain),"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Not Recruiting,04/0,UNICANCER,696,No,Main Objective: To prospectively demonstrate that an adjuvant aromatase inhibitor therapy duration limited to 2 years is associated with high distant metastasis-free survival at 5 years in a selected population with invasive breast cancer at low risk of metastatic recurrence;Secondary Objective: •Evaluate Invasive Disease-Free Survival (iDFS)<br>•Evaluate Invasive breast cancer-free survival (iBCF,Yes,Yes,
Breast,PACTR,candidate,Easy - both flags green,PACTR202201721209443,"A PHASE III, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CLINICAL TRIAL TO EVALUATE THE EFFICACY AND SAFETY OF ADJUVANT ATEZOLIZUMAB OR PLACEBO AND TRASTUZUMAB EMTANSINE FOR HER2-POSITIVE BREAST CANCER AT HIGH RISK OF RECURRENCE FOLLOWING PREOPERATIVE THERAPY                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",Yes,Interventional,Cognitive Function (domain),Phase-3,Not Recruiting,24/0,Hoffmann La Roche,1700,No,"Invasive Disease-free Survival (IDFS)<br>IDFS event is defined as the time from randomization to the first occurrence of the following events: ipsilateral invasive breast tumor recurrence, ipsilateral local-regional invasive breast cancer recurrence, contralateral invasive breast cancer, distant recurrence, death from any cause. | IDFS Including Second Primary Non-breast Invasive Cancer [ Time Fra",Yes,Yes,
Breast,ChiCTR,candidate,Easy - both flags green,ChiCTR2200055804,The effect of walking exercise on chemotherapy-related cognitive impairment in breast cancer patients                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Yes,Interventional study,Cognitive Function (domain),0,Recruiting,20/0,The First Affiliated Hospital of Dalian Medical University,Intervention group:26;Control Group:26;,No,Cognitive function; | Sleep quality;post-traumatic growth;,Yes,Yes,
Breast,IRCT,candidate,Easy - both flags green,IRCT20210617051606N4,"The effect of 16 weeks of concurrent home-based exercise on some physiological, psychological, functional, and anthropometric indices in females with breast cancer during the COVID-19 pandemic                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        ",Yes,interventional,Cognitive Function (domain),,Recruiting,21/1,Razi University,28,No,"Change in serum levels of Cortisol. Timepoint: Before starting the intervention, and 16 weeks after starting the intervention. Method of measurement: By the use of blood sample and ELISA method.;Change in quality of life. Timepoint: Before starting the intervention, and 16 weeks after starting the intervention. Method of measurement: Cancer quality of life questionnaire (EORTC-QOQ-C30).;Changes in",Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12621001482853,Finding My Way-Advanced: Can a web-based psychosocial intervention improve mental quality of life for women with metastatic breast cancer? A multi-site randomised controlled trial.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,Yes,Interventional,Cognitive Function (domain),Not Applicable,Not Recruiting,29/1,Lisa Beatty,370,No,"mean Mental Quality of Life (QoL), assessed by the European Organisation for Research and Treatment of Cancer Quality of Life Core Questionnaire (EORTC QLQ-C30) emotional functioning subscale.[ Timepoints: baseline (pre-intervention); 6 weeks post-intervention commencement; 3-months post-intervention completion; 6 months post-intervention completion.<br>Primary timepoint: 6 weeks after interventio",Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12621000238875,The psychological impact of cognitive rehabilitation and neuropsychological feedback in addressing self-reported cognitive impairment in breast cancer survivors: Randomised pilot study                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Yes,Interventional,FACT-Cog; Cognitive Function (domain); Cognitive Impairment (domain); Prospective Memory (domain),Not Applicable,Recruiting,08/0,Griffith University,40,No,"Self-reported cognitive impairment on Perceived Cognitive Impairments subscale from Functional Assessment of Cancer Therapy – Version 3[Baseline (pre-intervention), 1 week after receiving feedback, 5 weeks after receiving feedback (primary timepoint), and 5 months after receiving feedback] | Intervention participant experiences of receiving feedback, as provided during a 30-50 minute semi-structur",Yes,Yes,
Breast,CTRI,candidate,Easy - both flags green,CTRI/2021/02/031072,Comparative study of melatonin versus gabapentin on post operative pain and anxiety in breast cancer surgery: A prospective comparative study                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Yes,Interventional,MMSE,,Not Recruiting,08/0,Kanika Bansal,80,No,"1. Post operative pain intensity by VAS (Visual Analog Scale),Total analgesic requirement in first 24 hours, time of requirement of first rescue analgesia <br/ ><br>2. Anxiety (verbal anxiety score) <br/ ><br>Timepoint: 1. Post operative pain intensity at 0, 1, 2, 6, 12, 24 hours after arrival in the recovery room, total analgesic requirement in first 24 hours, time of requirement of first rescue ",Yes,Yes,
Breast,EU Clinical Trials Register,candidate,Easy - both flags green,EUCTR2020-003681-40-DE,"A PHASE III, RANDOMIZED, DOUBLE-BLIND, PLACEBO-CONTROLLED CLINICAL TRIAL TO EVALUATE THE EFFICACY AND SAFETY OF ADJUVANT ATEZOLIZUMAB OR PLACEBO AND TRASTUZUMAB EMTANSINE FOR HER2-POSITIVE BREAST CANCER AT HIGH RISK OF RECURRENCE FOLLOWING PREOPERATIVE THERAPY.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",Yes,Interventional clinical trial of medicinal product,Cognitive Function (domain),"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): no
Therapeutic confirmatory - (Phase III): yes
Therapeutic use (Phase IV): no
",Not Recruiting,03/0,F. Hoffmann-La Roche Ltd,1700,No,Main Objective: To evaluate the efficacy of atezolizumab when given in combination with trastuzumab emtansine compared with placebo and trastuzumab emtansine on the basis of invasive disease free survival (IDFS). ;Secondary Objective: - To evaluate the efficacy of atezolizumab when given in combination with with trastuzumab emtansine compared with placebo and trastuzumab emtansine on the basis of ,Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12620001105932,BCT 2003: A randomised phase III open-label trial to examine the effect of intravenous iron replacement on anaemia and anaemia-related symptoms in breast cancer patients receiving adjuvant or neoadjuvant chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,Yes,Interventional,FACT-Cog; Cognitive Function (domain),Phase 3,,26/1,Breast Cancer Trials,290,No,The proportion of women with a haemoglobin (Hb) below 100 g/L as measured by standard haematology assessments.[At any point after baseline during chemotherapy until 3 weeks after last dose of chemotherapy.] | The frequency of hypersensitivity and anaphylaxis (composite outcome) to FCM in the study population measured by adverse event reporting as observed by study doctors in the 30 minutes after F,Yes,Yes,
Breast,CTRI,candidate,Easy - both flags green,CTRI/2020/10/028446,Effects of Integrated Yoga Therapy on Cognition and Cardiac functions in patients with Breast Carcinoma undergoing Chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,Yes,Interventional,Neuropsychological (domain),,Recruiting,16/1,Central Council for Research in Yoga and Naturopathy,150,No,Role of yoga in evaluating Neuropsychological test assessment and Heart rate variability in breast cancer patients undergoing chemotherapyTimepoint: Two time points 1) Baseline 2) Post 18 weeks | Echocardiography; Brain-derived Neurotrophic factor; Cortisol; Self reported EORTC QLQ C30; Perceived stress scale; Psychological wellbeingTimepoint: Two time points 1) Baseline 2) Post 18 weeks,Yes,Yes,
Breast,ChiCTR,candidate,Easy - both flags green,ChiCTR2000033152,Effect of baduanjin on cognitive function and quality of life in breast cancer patients undergoing chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Yes,Interventional study,HVLT-R; FACT-Cog; Cognitive Function (domain),0,Not Recruiting,22/0,The Seventh People's Hospital affiliated to Shanghai University of Traditional Chinese Medicine,experimental group:35;control group:35;,No,Hopkins Verbal Learning Test-Revised;Trial Making Test;Functional Assessment of Cancer Therapy-Cognitive Function; | Functional Assessment of Cancer Therapy-Breast;,Yes,Yes,
Breast,ITMCTR,candidate,Easy - both flags green,ITMCTR2000003324,Effect of baduanjin on cognitive function and quality of life in breast cancer patients undergoing chemotherapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Yes,Interventional study,HVLT-R; FACT-Cog; Cognitive Function (domain),0,Not Recruiting,22/0,The Seventh People's Hospital affiliated to Shanghai University of Traditional Chinese Medicine,control group:35;experimental group:35;,No,Hopkins Verbal Learning Test-Revised;Trial Making Test;Functional Assessment of Cancer Therapy-Cognitive Function; | Functional Assessment of Cancer Therapy-Breast;,Yes,Yes,
Breast,CTRI,candidate,Easy - both flags green,CTRI/2020/05/025295,Effect of Ayurvedic Nootropics On Cognitive Function in Breast Cancer patients on Adjuvant Chemotherapy A Randomized Controlled Trial                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,Yes,Interventional,FACT-Cog; Neuropsychological (domain); Cognitive Function (domain),,Recruiting,21/0,Department of AYUSH Extramural Research Scheme Govt of India,120,No,improvement in Cognitive Function will be assessed through Neuropsychological test battery <br/ ><br>For a subset of 20 patients task based fMRI will be done <br/ ><br>Timepoint: Baseline assessment soon after the diagnosis <br/ ><br>2nd assessment after completion of chemotherapy <br/ ><br>3rd assessment after completion of the Intervention (i.e after 3 months of intervention) | 1. Quality of lif,Yes,Yes,
Breast,ISRCTN,candidate,Easy - both flags green,ISRCTN15358157,Defining the feasibility and molecular impact of total diet replacement for the prevention of breast and endometrial cancer                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,11/0,Manchester University NHS Foundation Trust,47,No,"Epithelial cell proliferation (Ki67) in the breast and endometrium at baseline and 12 +/- 4 weeks measured using biopsy | 1. Cancer risk biomarkers; including fasting insulin, lipids, glucose, inflammatory markers inc. CRP, leptin, adiponectin, methylation, insulin like growth factor -1 (IGF-1) measured using blood tests at baseline, 3, 6, 9, and 12 months<br>2. Uptake, retention and adherence to ",Yes,Yes,
Breast,EU Clinical Trials Register,candidate,Easy - both flags green,EUCTR2019-004899-19-FR,"Adjuvant PalbOciclib + LetrOzole combination for hormone receptor positive / HER2-negative, Intermediate Risk breast cancer - APOLON                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ",Yes,Interventional clinical trial of medicinal product,FACT-Cog; Cognitive Function (domain),"Human pharmacology (Phase I): no
Therapeutic exploratory (Phase II): yes
Therapeutic confirmatory - (Phase III): no
Therapeutic use (Phase IV): no
",Not Recruiting,16/0,UNICANCER,1500,No,"Main Objective: The primary objective is to show that a combination of letrozole + palbociclib, in the absence of chemotherapy, allows high invasive Disease-free survival (iDFS) in intermediate clinico-pathological risk, HR positive / HER2-negative localized breast cancer patients..;Secondary Objective: • To determine patient quality of Life (QoL) in term of:<br>o General QoL <br>o Fatigue<br>o Ps",Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12620000260921,Kowhai Study: The Younger Women's Wellness Program After Breast Cancer - A feasibility study of an e-health enabled lifestyle modification intervention to improve health-related quality of life and prevent or modify the risk of chronic disease in New Zealand women previously treated for breast cancer.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,27/0,The University of Auckland,60,No,"Composite primary outcome 1.1:<br>The accessibility, acceptability and uptake of the intervention in a representative population of younger women with invasive breast cancer in New Zealand, including Maori women, women living with greater deprivation, and women living in non-metropolitan areas. <br>Measure:<br>- Content analysis of qualitative data collected using qualitative interview (30 minute ",Yes,Yes,
Breast,ISRCTN,candidate,Easy - both flags green,ISRCTN15088551,North of England Women's Diet and ActivitY After Breast Cancer: randomised controlled trial (NEW DAY-ABC)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,03/0,Northumbria University,66,No,"1. Body weight (kg) measured using standard techniques at baseline, 6 and 12 months post-randomisation<br>2. Health-related quality of life measured using the EORTC – QLQ-c30 and breast specific module (BR23) at baseline, 6 and 12 months post randomisation | 1. Anthropometric measures (height, BMI, hip and waist circumference) measured using standard techniques at baseline, 6 and 12 months post-ra",Yes,Yes,
Breast,ANZCTR,candidate,Easy - both flags green,ACTRN12619001284156,Phase II randomised control trial of melatonin versus placebo for the management of sleep disturbance in women with early stage breast cancer on adjuvant endocrine therapy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ,Yes,Interventional,FACT-Cog; Cognitive Impairment (domain),Phase 2,Recruiting,18/0,University of Sydney,51,No,"To determine the effect of melatonin on sleep quality (proportion of women with >=3 point decrease in Pittsburgh Sleep Quality Index)[12 weeks (post-treatment)] | To determine the proportion who become ‘good sleepers’ (Pittsburgh Sleep Quality Index score <5)[12 weeks (post-treatment), 24 weeks (follow-up)];To determine subjective improvement in sleep quality (proportion of women reporting improve",Yes,Yes,
Breast,ISRCTN,candidate,Easy - both flags green,ISRCTN14601208,Effects of a 12-week exercise program combining strength and aerobic training on muscular strength and quality of life in breast cancer survivors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Yes,Interventional,WAIS/WMS,Not Applicable,Not Recruiting,01/0,University of Almería,60,No,"Muscular strength assessed at baseline and week 12:<br>1. Upper-body muscular strength will be a standardized score computed as the average of the normalized score (z-score = [value-mean] / standard deviation) of 2 different exercise tests, including:<br>- Sum of right and left unilateral isometric seated bench press. Muscular strength will be measured in N with an electromechanical dynamometer (D",Yes,Yes,
Breast,German Clinical Trials Register,candidate,Easy - both flags green,DRKS00017571,Effect of a brief cognitive-behavioral group intervention during rehabilitation for women with breast cancer - BCBG4BC                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,Yes,interventional,Cognitive Function (domain),,Not Recruiting,08/0,VAMED Rehaklinik Ahrenshoop GmbH,160,No,Primary outcome is the anxiety score measured by the Hospital Anxiety and Depressions Scale (HADS). The HADS is a questionnaire for the self-report of depression and anxiety which was developed for patients with physical illness (Zigmond and Snaith 1983). The anxiety module of the HADS consists of 7 items. Symptoms of anxiety during a period of one week are scored with 0 to 3 points. The total sco,Yes,Yes,
Breast,JPRN,candidate,Easy - both flags green,JPRN-UMIN000037187,Effects of the Combined Exercise and Game-based Cognitive Training on cancer therapy-related cognitive impairment in patients with breast cancer: Mixed-methods study in the United States and Japan. - Effects of the Combined Exercise and Game-based Cognitive Training on cancer therapy-related cognitive impairment in patients with breast cancer: Mixed-methods study in the United States and Japan.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,Yes,Interventional,TMT; FACT-Cog; Cognitive Function (domain),Not selected,Not Recruiting,01/0,"Surgical Oncology, Research Institute for Radiation Biology and Medicine, Hiroshima University",120,No,"Cognitive Function: Functional Assessment of Cancer Therapy-Cognitive Function Version 3 (FACT-Cog), The Trail Making Test (TMT) Parts A and B; The time of data collection is baseline, 4 weeks and 12 weeks | Functional Assessment of Cancer Therapy-General version4 (FACT-G)",Yes,Yes,
Breast,CTRI,candidate,Easy - both flags green,CTRI/2019/06/019624,"A randomized control trial to assess the effectiveness of cognitive training interventions on selected outcome variables among breast cancer patients attending selected OPDs, PGIMER,Chandigarh 2019-20.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   ",Yes,Interventional,Cognitive Function (domain),Phase 4,Not Recruiting,11/0,National institute of nursing education PGIMER Chandigarh,60,No,Improvement in cognitive function including memory attention concentration and coping strategiesTimepoint: 5 months | effect on depressionTimepoint: 5 months,Yes,Yes,
Breast,IRCT,candidate,Easy - both flags green,IRCT20150531022498N29,"Effect of a period of combined exercise training on tumor markers, blood glucose homeostasis, blood lipid, upper limb range of motion and quality of life among patients with diabetes type II after breast cancer surgery                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ",Yes,interventional,WAIS/WMS,,Not Recruiting,15/0,"Rasht Branch, Islamic Azad University",30,No,CEA Plasma level. Timepoint: Before and after the end of 8weeks of training. Method of measurement: ELISA Kit.;CA15-3 Plasma level. Timepoint: Before and after the end of 8weeks of training. Method of measurement: ELISA Kit.;Fasting blood glucose. Timepoint: Before and after the end of 8 weeks of training. Method of measurement: ELISA Kit.;Insulin resistance. Timepoint: Before and after the end of,Yes,Yes,
Breast,REBEC,candidate,Easy - both flags green,RBR-3253dz,"Effect of Pilates Method on Biomechanical, Functional, Body Composition and Quality of Life in women undergoing treatment for Breast Cancer: a Randomized Clinical Trial                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ",Yes,Intervention,WAIS/WMS,,Recruiting,15/0,Universidade Estadual Paulista,,No,"Hip flexor-extensor isokinetic and isometric assessments<br><br>Concentric and eccentric hip flexor-extensor muscles peak torque, and mechanical work, hip flexor-extensor muscles isometric peak torque of the prefere lower limb will be measured with an isokinetic dynamometer (BIODEX Medical Systems 4, Shirley, NY, USA). Peak Torque and mechanical work will be normalized by the participant’s body ma",Yes,Yes,
